program_category,default_channel,Landing_page,Session,sessions_yoy_difference,Pageview,pageview_yoy_difference,Conversions,conversions_yoy_difference,Conversion_Rate,conversion_rate_yoy_percent_difference
Data Science,Organic Search,/masters-data-analytics-worth-it/,15,-30,14,-28,0,0,0,0
EML,Referral,/masters-engineering-management-leadership/,15,13,30,27,1,1,0.06666666666666667,0.06666666666666667
Default - (not set),Organic Search,/tuition-financial-aid/financial-aid/,15,-8,15,-9,0,0,0,0
LEPSL,Referral,/what-style-police-leadership-most-effective/,15,5,15,0,0,0,0,0
EML,Organic Search,/how-to-become-vp-engineering/,15,0,18,0,0,0,0,0
LEPSL,Organic Search,/promoting-women-in-law-enforcement-leadership/,15,-29,18,-27,0,0,0,0
Informatics,Organic Search,/what-is-health-informatics/,15,-100,17,-108,0,0,0,0
MESH,Paid Search,/masters-engineering-sustainability-health/,15,-17,29,-25,0,-2,0,-0.0625
MED,Direct,/teacher-cover-letter-examples/,15,-8,15,-9,0,0,0,0
Data Science,Organic Search,/database-engineer-career/,15,-35,15,-40,0,0,0,0
Data Science,Direct,/business-intelligence-certifications/,15,-1,15,0,0,0,0,0
LEPSL,Paid Search,/,15,-39,53,-174,0,-3,0,-0.05555555555555555
Default - (not set),Direct,/admitted-students/,15,,16,,0,,0,
EML,Organic Search,/engineering-management-vs-technical-track/,15,-30,15,-32,0,0,0,0
Default - (not set),Direct,/about/,15,11,16,12,0,0,0,0
EML,Direct,/masters-engineering-management-leadership/lp/ppc/,15,-66,20,-98,0,-1,0,-0.012345679012345678
MTS,Organic Search,/what-is-theological-studies/,15,-68,16,-74,0,0,0,0
MSAAI,Organic Search,/ethics-in-artificial-intelligence/,15,-88,13,-85,0,0,0,0
MESH,Organic Search,/what-is-sustainable-development/,15,-81,16,-94,0,-1,0,-0.010416666666666666
MSHA,Direct,/social-advocacy-definition/,15,,13,,0,,0,
MSLDT,Direct,/masters-learning-design-technology/apply/,15,-3,16,-18,0,0,0,0
MSLDT,Organic Search,/what-is-learning-design/,15,-112,15,-111,0,0,0,0
MSLDT,Display,/masters-learning-design-technology/lp/dyna/,15,-849,16,-1296,1,-19,0.06666666666666667,0.04351851851851852
Informatics,Organic Search,/big-tech-invest-health-care-innovations-informatics/,15,10,12,6,0,0,0,0
MSLDT,Direct,/educational-technology-jobs/,15,6,26,17,0,0,0,0
MED,Direct,/masters-education/specializations/school-leadership/,15,-9,22,-10,0,-1,0,-0.041666666666666664
Data Science,Direct,/data-communication/,15,-48,14,-58,0,0,0,0
CyberOps,Direct,/10-reasons-to-get-your-masters-degree-in-cyber-security/,15,-23,15,-28,0,0,0,0
MSHA,Direct,/humanitarian-corridor/,14,9,20,10,0,0,0,0
Informatics,Direct,/what-is-health-care-analytics/,14,-19,15,-21,0,0,0,0
Informatics,Organic Search,/mha-vs-mph-vs-ms-health-informatics/,14,-59,16,-68,0,0,0,0
CyberOps,Organic Search,/master-of-science-in-cyber-security-or-mba/,14,-55,15,-62,0,0,0,0
CyberOps,Paid Search,/masters-cyber-security-operations/,14,-9,18,-52,0,-1,0,-0.043478260869565216
CyberEng,Organic Search,/masters-cyber-security-engineering/apply/,14,-15,13,-22,0,-1,0,-0.034482758620689655
MSLDT,Organic Search,/instructional-design-careers/,14,-15,11,-28,0,0,0,0
MED,Organic Search,/masters-education/specializations/curriculum-and-instruction/,14,-38,18,-67,0,-3,0,-0.057692307692307696
MED,Paid Search,/masters-education/,14,-31,24,-62,0,-2,0,-0.044444444444444446
MSAAI,Paid Social,/resources/free-ms-aai-program-brochure/,14,,14,,0,,0,
CyberEng,Direct,/cybersecurity-vs-it-degree/,14,-13,14,-19,0,-1,0,-0.037037037037037035
Informatics,Paid Social,/masters-health-informatics/lp/thank-you/,14,-3,13,-10,12,-4,0.8571428571428571,-0.08403361344537819
MED,Direct,/teacher-resume-examples/,14,-89,13,-92,0,0,0,0
Informatics,Direct,/masters-health-informatics/health-analytics-track/,14,-57,15,-63,0,-2,0,-0.028169014084507043
Default - (not set),Paid Search,/tuition-financial-aid/,14,,19,,0,,0,
MSAAI,Organic Search,/ethics-in-ai/,14,,14,,0,,0,
MSHA,Organic Search,/international-social-work/,14,-11,14,-21,0,0,0,0
Default - (not set),Paid Search,/online-programs/,14,,14,,0,,0,
Informatics,Direct,/masters-health-informatics/apply/,14,-45,15,-50,0,-1,0,-0.01694915254237288
MTS,Organic Social,/masters-theological-studies/resources/,14,,25,,0,,0,
"Default - business-entrepreneurship,computer-science,technology",Referral,/ai-for-teachers/,14,,11,,0,,0,
MESH,Direct,/sustainability-consultant-career/,14,,12,,0,,0,
CyberOps,Organic Search,/top-paying-cybersecurity-jobs/,14,-1484,13,-1652,0,0,0,0
MSLDT,Direct,/resources/things-to-know-about-careers-in-instructional-design/,14,0,26,1,6,5,0.42857142857142855,0.3571428571428571
Informatics,Direct,/health-informatics-websites-blogs/,14,-13,13,-11,0,0,0,0
MED,Organic Search,/blog/education/,14,8,16,15,0,0,0,0
MESH,Direct,/blog-msph-vs-mph-degree-comparison/,14,-14,13,-14,0,0,0,0
MSAAI,Direct,/ai-research-scientist-career/,14,-23,12,-37,0,-2,0,-0.05405405405405406
MSITL,Organic Social,/masters-information-technology-leadership/lp/ppc/,14,-65,15,-66,0,0,0,0
LEPSL,Organic Search,/how-to-become-a-police-lieutenant/,14,-62,14,-65,0,0,0,0
Default - (not set),Direct,/leadership-management/,14,11,14,9,0,0,0,0
Data Science,Direct,/masters-applied-data-science/lp/study-data-science/,14,-33,9,-69,0,0,0,0
MSAAI,Direct,/,14,-44,60,-197,0,-1,0,-0.017241379310344827
Default - computer-science,Paid Social,/masters-applied-data-science/lp/study-data-science/,14,,27,,15,,1.0714285714285714,
MSLDT,Organic Search,/articulate-vs-captivate/,14,5,17,7,0,-1,0,-0.1111111111111111
MSAAI,Direct,/machine-learning-engineer-vs-data-scientist/,13,11,13,11,0,0,0,0
CyberOps,Organic Search,/is-a-cyber-security-certification-right-for-you/,13,-32,11,-35,0,0,0,0
MTS,Direct,/religious-vocational-discernment/,13,-26,14,-30,0,0,0,0
Default - (not set),Direct,/masters-cyber-security-engineering/,13,,55,,5,,0.38461538461538464,
Informatics,Direct,/masters-health-informatics/lp/health-informatics-for-nurses/,13,-65,15,-96,0,-10,0,-0.1282051282051282
MED,Organic Search,/teacher-salaries-analysis/,13,-85,14,-88,0,0,0,0
Default - (not set),Organic Search,/usd-online-alumni/,13,10,14,4,0,0,0,0
CyberOps,Organic Search,/chief-privacy-officer-career-guide/,13,-50,15,-55,0,0,0,0
CyberEng,Organic Search,/network-security-solutions/,13,-161,12,-170,0,0,0,0
MSHA,Organic Search,.translate.goog/how-to-become-diplomat/,13,-49,13,-60,0,0,0,0
MSAAI,Organic Search,/machine-learning-courses-and-certifications/,13,-21,11,-22,0,0,0,0
LEPSL,Direct,/criminal-justice/,13,4,16,5,0,0,0,0
LEPSL,Direct,/why-police-officer-education-is-important/,13,4,13,3,0,0,0,0
MSAAI,Direct,/data-scientist-vs-artificial-intelligence-engineer/,13,-30,14,-33,0,0,0,0
Default - (not set),Direct,/tuition-financial-aid/additional-funding-options/,13,,12,,0,,0,
Data Science,Paid Search,/masters-applied-data-science/,13,-28,16,-60,1,1,0.07692307692307693,0.07692307692307693
"Default - computer-science,engineering,technology",Organic Search,/cyber-security/,13,,34,,0,,0,
MSITL,Direct,/technology-degrees/,13,,13,,0,,0,
MSAAI,Direct,/artificial-intelligence-salary-guide/,13,-1,13,0,0,-1,0,-0.07142857142857142
Informatics,Direct,/,13,-16,50,-41,0,0,0,0
MSITL,Organic Search,/masters-in-information-technology-salary/,13,-63,14,-66,0,0,0,0
MED,Direct,/masters-education/specializations/,13,-11,28,1,0,0,0,0
MSNP,Direct,/best-nonprofit-degrees/,13,12,12,11,0,0,0,0
EML,Direct,/masters-engineering-management-leadership/curriculum/,13,-8,11,-10,0,0,0,0
MTS,Direct,/minimalist-catholic/,13,7,17,11,0,0,0,0
MESH,Direct,/top-degrees-for-social-justice-careers/,13,1,13,-1,0,0,0,0
MSAAI,Organic Search,/masters-applied-artificial-intelligence/lp/study-artificial-intelligence/,13,-30,14,-80,0,-4,0,-0.09302325581395349
Data Science,Direct,/data-science-vs-software-engineering/,13,-38,12,-47,0,-1,0,-0.0196078431372549
MED,Organic Search,/grants-for-masters-degree-in-teaching/,13,-158,17,-179,0,0,0,0
MTS,Paid Search,/masters-engineering-sustainability-health/lp/ppc/,13,,40,,15,,1.1538461538461537,
Data Science,Organic Search,/data-warehouse-engineer/,13,-64,11,-60,0,0,0,0
Data Science,Organic Search,/masters-applied-data-science/apply/,13,-25,13,-33,0,0,0,0
CyberEng,Organic Search,/chief-risk-officer/,13,,14,,0,,0,
MSNNL,Direct,/masters-nursing-leadership/apply/,13,,14,,0,,0,
MSLDT,Referral,/kirkpatrick-training-evaluation-model/,13,10,12,9,0,0,0,0
Data Science,Paid Social,/masters-applied-data-science/classes/,13,12,14,13,0,0,0,0
MESH,Direct,/sustainability-engineer-career/,13,6,12,5,0,0,0,0
MSAAI,Organic Search,/most-searched-for-ai-jobs/,13,0,17,4,0,0,0,0
CyberEng,Organic Search,/cyber-security-coding/,13,-156,12,-156,0,0,0,0
LEPSL,Organic Search,/how-to-become-police-sergeant/,13,-152,16,-157,0,0,0,0
LEPSL,Organic Search,/masters-law-enforcement-leadership/transfer-credit/sherman-block-sli/,13,11,13,6,0,0,0,0
MSAAI,Referral,/application-of-ai-in-robotics/,13,-53,18,-46,0,0,0,0
MSNNL,Paid Search,/masters-nursing-leadership/,13,,32,,1,,0.07692307692307693,
EML,Direct,/principal-engineer-vs-senior-engineer/,13,,12,,0,,0,
Default - (not set),Organic Search,/masters-degree-innovation/,13,,12,,0,,0,
CyberOps,Direct,/top-paying-cybersecurity-jobs/,12,-95,15,-115,0,0,0,0
MSITL,Paid Search,/masters-information-technology-leadership/apply/,12,11,15,15,0,0,0,0
Default - (not set),Organic Search,/admissions/military-veterans/,12,-6,18,0,1,1,0.08333333333333333,0.08333333333333333
MSLDT,Direct,/,12,-11,79,-34,0,-1,0,-0.043478260869565216
MTS,Direct,/masters-theological-studies/lp/ppc/,12,-67,15,-114,0,-5,0,-0.06329113924050633
MSNP,Email,/masters-nonprofit-leadership-management/,12,7,20,8,1,1,0.08333333333333333,0.08333333333333333
MESH,Direct,/social-justice-careers/,12,-4,14,-7,0,0,0,0
CyberOps,Direct,/cryptographer-career/,12,-3,16,-1,0,0,0,0
MSLDT,Organic Search,/resources/things-to-know-about-careers-in-instructional-design/,12,-5,10,-2,0,0,0,0
CyberEng,Organic Search,/cyber-security-internships/,12,-17,10,-22,0,0,0,0
MSNP,Direct,/how-to-write-grant-proposals/,12,,12,,0,,0,
LEPSL,Organic Search,/law-enforcement-salaries-spike-with-a-masters-degree/,12,-20,18,-15,0,0,0,0
MSNP,Direct,/,12,-28,98,-436,0,-3,0,-0.075
MSLDT,Organic Search,/masters-learning-design-technology/lp/study-learning-design-technology/,12,-8,17,-6,0,0,0,0
MSHA,Direct,/,12,-5,33,-33,1,1,0.08333333333333333,0.08333333333333333
MSITL,Direct,/it-management-leadership-certifications/,12,-6,11,-6,0,0,0,0
CyberOps,Direct,/blog/,12,-6,18,2,0,0,0,0
MSAAI,Organic Search,/how-to-start-career-artificial-intelligence/,12,-880,11,-975,0,-8,0,-0.008968609865470852
LEPSL,Direct,/top-5-trends-in-law-enforcement/,12,-61,12,-53,0,0,0,0
MTS,Unknown - Data Not Available / Data Not Available,/masters-theological-studies/lp/ppc/,12,,22,,1,,0.08333333333333333,
MSAAI,Unknown - chatgpt.com / (not set),/artificial-intelligence-education/,12,,14,,0,,0,
MSAAI,Direct,.translate.goog/ai-impact-on-job-market/,12,6,14,5,0,0,0,0
CyberEng,Direct,/cyber-security-vs-software-engineering/,12,,13,,0,,0,
LEPSL,Email,/top-ranked-law-enforcement-masters-degree/,12,-501,16,-1119,0,-1,0,-0.001949317738791423
MED,Organic Social,/rethinking-education-assessment-types/,12,9,13,9,0,0,0,0
MSNNL,Unknown - social / social,/masters-nursing-leadership/lp/nurse-cp/,12,,12,,0,,0,
MSNNL,Direct,/masters-nursing-leadership/nursing-informatics-track/,12,,20,,0,,0,
EML,Direct,/engineering-manager-vs-tech-lead/,12,-13,11,-12,0,0,0,0
MED,Organic Search,/special-education-masters-vs-masters-in-education-degree/,12,-20,12,-22,0,0,0,0
MTS,Direct,/moral-theology/,12,-9,14,-10,0,0,0,0
MSITL,Paid Search,/masters-information-technology-leadership/classes/data-science-elective/,12,,35,,0,,0,
MSNP,Direct,/masters-nonprofit-leadership-management/classes/,12,-10,12,-26,0,0,0,0
CyberOps,Direct,/information-assurance-vs-cybersecurity/,12,-7,11,-9,0,0,0,0
MSHA,Email,/masters-humanitarian-action/,12,-1,19,-4,1,1,0.08333333333333333,0.08333333333333333
LEPSL,Organic Search,/resilience-in-law-enforcement/,12,,11,,0,,0,
MSAAI,Unknown - chatgpt.com / (not set),/masters-applied-artificial-intelligence/,12,,25,,1,,0.08333333333333333,
MESH,Direct,/jobs-that-make-difference/,12,-19,13,-21,0,0,0,0
MED,Direct,/master-education-vs-master-arts-teaching/,11,-31,11,-36,0,0,0,0
LEPSL,Paid Search,/masters-law-enforcement-leadership/lp/public-safety/,11,-22,12,-39,0,-2,0,-0.06060606060606061
Default - (not set),Direct,/effective-leadership-skills/,11,,11,,0,,0,
MSAAI,Organic Search,/artificial-intelligence-salary-guide/,11,-17,11,-18,1,1,0.09090909090909091,0.09090909090909091
MSITL,Organic Search,/it-leadership/,11,-78,10,-82,0,0,0,0
Data Science,Organic Search,/13-essential-data-science-textbooks/,11,-30,11,-32,0,0,0,0
CyberEng,Email,/masters-cyber-security-engineering/,11,4,11,-9,0,0,0,0
Informatics,Paid Search,/healthcare/,11,5,27,19,0,0,0,0
MED,Organic Search,/online-teaching-certification-licensure-programs/,11,-12,15,-14,0,0,0,0
MSITL,Direct,/it-careers-after-help-desk/,11,-3,11,-5,0,0,0,0
EML,Organic Search,/masters-engineering-management-leadership/curriculum/,11,0,10,0,0,0,0,0
MESH,Direct,/environmental-planner-career/,11,,10,,0,,0,
CyberOps,Direct,/10-entry-level-cyber-security-resume-interview-pitfalls/,11,4,14,7,0,0,0,0
LEPSL,Organic Search,/masters-law-enforcement-leadership/faculty/,11,-4,21,1,0,0,0,0
Data Science,Organic Search,/when-inference-meets-prediction-navigating-the-line-between-statistical-models-and-machine-learning/,11,,10,,0,,0,
MSNNL,Direct,/director-of-nursing-career-guide/,11,,8,,0,,0,
Default - (not set),Organic Search,/tuition-financial-aid/,11,,13,,0,,0,
MSNNL,Direct,/advisory-board/de-veyra/,11,,12,,0,,0,
MSNP,Organic Search,/volunteer-management/,11,-4,18,2,0,0,0,0
CyberOps,Direct,/vulnerability-and-penetration-testing/,11,-2,12,-4,0,0,0,0
MSLDT,Referral,/addie-model-instructional-design/,11,9,11,8,0,0,0,0
MSNNL,Unknown - social / social,/resources/nurse-leader-career-paths-opportunities/,11,,11,,0,,0,
Default - (not set),Direct,/engineering/,11,10,11,10,0,0,0,0
MSAAI,Direct,/top-artificial-intelligence-companies-startups/,11,-33,11,-41,0,0,0,0
EML,Referral,/masters-engineering-management-leadership/apply/,11,,13,,0,,0,
MSHA,Referral,/theory-of-change/,11,,8,,0,,0,
MSAAI,Direct,/artificial-intelligence-developer-career/,11,-19,10,-31,0,0,0,0
MSAAI,Referral,/artificial-intelligence-scholarships/,11,9,11,9,1,1,0.09090909090909091,0.09090909090909091
MSAAI,Referral,/ai-ethicist-career/,11,-13,16,-8,0,0,0,0
MED,Organic Search,/early-childhood-education-vs-elementary-education-masters/,11,7,22,17,0,0,0,0
MED,Referral,/teacher-resume-examples/,11,-1,11,0,2,2,0.18181818181818182,0.18181818181818182
MSITL,Organic Search,/what-is-site-reliability-engineering/,11,,9,,0,,0,
MED,Organic Search,.translate.goog/best-masters-degrees-for-teachers/,11,-52,11,-57,0,0,0,0
MED,Direct,/masters-education/specializations/steam/,11,-32,29,-29,1,0,0.09090909090909091,0.06765327695560254
CyberEng,Direct,/network-security-solutions/,11,-18,11,-21,0,0,0,0
Default - (not set),Paid Search,/engineering/,11,,12,,0,,0,
MSITL,Organic Search,/how-to-become-a-devops-engineer/,11,,10,,0,,0,
MSLDT,Direct,/learning-experience-design/,11,7,12,7,0,0,0,0
Data Science,Direct,/data-scientist-salary-guide/,11,8,12,9,0,0,0,0
MSLDT,Organic Search,/instructional-designer-vs-elearning-developer/,11,-30,10,-40,0,-1,0,-0.024390243902439025
MSAAI,Referral,/artificial-intelligence-jobs/,11,-16,10,-15,0,0,0,0
MSITL,Direct,/it-leadership-skills/,11,-7,13,-5,0,0,0,0
Data Science,Direct,/sports-analytics-careers/,11,0,11,0,0,0,0,0
MESH,Direct,/masters-engineering-sustainability-health/lp/ppc/,11,-92,11,-159,0,-6,0,-0.05825242718446602
Informatics,Direct,/what-is-health-informatics/,11,-10,9,-13,0,0,0,0
MTS,Organic Search,/theology-of-retirement/,10,-1,11,-7,0,0,0,0
Informatics,Direct,/health-information-management-vs-health-informatics/,10,-11,10,-12,0,0,0,0
MSLDT,Direct,/masters-learning-design-technology/lp/study-learning-design-technology/,10,-69,16,-129,1,-5,0.1,0.02405063291139241
MSAAI,Direct,/how-to-start-career-artificial-intelligence/,10,-65,22,-76,0,-1,0,-0.013333333333333334
MSHA,Organic Search,/humanitarian-program-coordinator/,10,-20,14,-36,0,0,0,0
CyberOps,Direct,/malware-analyst-career-guide/,10,-4,10,-5,0,0,0,0
CyberOps,Direct,/masters-cyber-security-operations/apply/,10,-20,10,-25,1,-1,0.1,0.03333333333333334
MED,Direct,/masters-in-education-requirements/,10,2,10,-2,0,0,0,0
MESH,Organic Social,/ngo-careers/,10,,11,,0,,0,
Default - (not set),Referral,/how-to-become-an-entrepreneur/,10,,12,,0,,0,
Informatics,Paid Search,/masters-health-informatics/lp/thank-you/,10,-7,7,-13,2,-2,0.2,-0.03529411764705881
Informatics,Paid Search,/masters-health-informatics/health-analytics-track/,10,4,17,-4,0,0,0,0
MSNP,Direct,/donor-management-software/,10,,9,,0,,0,
LEPSL,Unknown - wlle-conference / offline,/masters-law-enforcement-leadership/lp/law-enforcement/,10,,11,,0,,0,
MSHA,Direct,/refugee-aid-careers/,10,4,9,3,0,0,0,0
MTS,Direct,.translate.goog/serving-god/,10,-28,11,-29,0,0,0,0
MESH,Direct,/environmental-consultant-career/,10,,14,,1,,0.1,
MSHA,Referral,/types-of-advocacy/,10,,11,,0,,0,
LEPSL,Organic Search,/masters-law-enforcement-leadership/ambassadors/,10,1,8,-7,0,0,0,0
Data Science,Organic Search,/financial-analyst-career/,10,8,10,8,0,0,0,0
Default - (not set),Organic Search,/how-to-start-a-business/,10,1,11,3,0,0,0,0
EML,Referral,/future-engineering-trends/,10,,9,,0,,0,
MSLDT,Unknown - Data Not Available / Data Not Available,/masters-learning-design-technology/lp/study-learning-design-technology/,10,,21,,2,,0.2,
MTS,Organic Search,/resources/7-applications-of-theology-degree-ebook/,10,7,9,4,0,0,0,0
Default - (not set),Direct,/blog/business-entrepreneurship/,10,7,10,7,0,0,0,0
MTS,Direct,/how-to-become-a-catholic-school-teacher/,10,-18,9,-21,0,0,0,0
MSITL,Direct,/systems-engineer-career/,10,-21,11,-25,0,0,0,0
MSHA,Direct,/disaster-relief-jobs/,10,2,16,7,2,2,0.2,0.2
Default - (not set),Direct,/about/career-and-professional-resources/,10,6,7,3,0,0,0,0
EML,Paid Search,/masters-engineering-management-leadership/,10,-18,20,-12,0,-1,0,-0.03571428571428571
Data Science,Paid Search,/masters-applied-data-science/apply/,10,-2,21,12,0,0,0,0
Default - (not set),Organic Search,/admissions/international-students/,10,,10,,2,,0.2,
CyberEng,Direct,/masters-cyber-security-engineering/lp/cyber-security-engineering/,10,-47,9,-90,0,-8,0,-0.14035087719298245
EML,Direct,/engineering-management-leadership-certifications/,10,-10,10,-10,0,0,0,0
MSAAI,Direct,/ai-governance/,10,,10,,0,,0,
MSLDT,Referral,/masters-learning-design-technology/classes/,10,9,7,6,0,0,0,0
MED,Direct,/education-specialist/,10,-11,10,-12,0,0,0,0
Informatics,Organic Search,/education/,10,,11,,0,,0,
MSHA,Direct,/top-humanitarian-degrees/,10,-19,10,-20,0,0,0,0
Informatics,Paid Search,/masters-health-informatics/apply/,10,-6,18,-7,0,0,0,0
CyberOps,Organic Search,/masters-cyber-security-operations/lp/bva-cyber-security-operations-leadership/,10,-1,35,9,2,1,0.2,0.1090909090909091
MTS,Organic Search,/why-theological-studies/,10,-39,24,-38,0,0,0,0
MED,Direct,/bilingual-education/,10,-16,10,-19,0,0,0,0
MSAAI,Referral,/open-source-ai-tools/,10,9,6,2,0,0,0,0
MTS,Direct,/,10,-21,85,-240,0,0,0,0
MED,Referral,/manage-cell-phones-in-class-tips/,10,,14,,0,,0,
Default - (not set),Referral,/employer-partnership/axos/,10,,11,,0,,0,
MSNNL,Direct,/masters-nursing-leadership/nursing-educator-track/,10,,10,,0,,0,
Data Science,Organic Search,/data-science-vs-statistics-masters/,10,0,12,3,1,1,0.1,0.1
MSLDT,Direct,/instructional-design-best-practices/,10,-14,9,-18,0,0,0,0
CyberOps,Direct,/how-to-become-a-security-consultant-career-guide/,10,-7,8,-12,0,0,0,0
MTS,Organic Search,/faculty/keith-warner/,10,-5,9,-4,0,0,0,0
LEPSL,Organic Search,/law-enforcement-training-tips-to-tackle-multitasking-risks/,10,6,10,6,0,0,0,0
Informatics,Organic Search,/5-health-care-big-data-companies-watch/,10,-61,8,-76,0,0,0,0
MSNP,Referral,/donor-management-software/,10,,6,,0,,0,
MED,Direct,/fastest-way-to-teaching-degree/,10,-18,11,-20,0,0,0,0
MED,Direct,/the-joys-and-challenges-of-teaching-black-history-month/,10,-43,24,-54,0,0,0,0
Data Science,Organic Search,/masters-applied-data-science/classes/,9,-17,7,-31,0,-4,0,-0.15384615384615385
MSLDT,Direct,/faculty/lisa-evans/,9,5,10,6,0,0,0,0
MED,Organic Search,/beginning-the-new-year-successfully/,9,2,11,4,0,0,0,0
MESH,Direct,/climate-change-analyst-career/,9,-5,9,-6,0,0,0,0
MSLDT,Direct,/instructional-design-interview-questions/,9,,7,,0,,0,
CyberOps,Direct,/cyber-security-architect/,9,-19,9,-21,0,0,0,0
MSITL,Direct,/how-to-become-a-site-reliability-engineer/,9,-5,8,-6,0,0,0,0
MSLDT,Referral,/masters-learning-design-technology/,9,2,26,12,1,1,0.1111111111111111,0.1111111111111111
MED,Direct,/masters-education/apply/,9,-7,9,-5,0,0,0,0
Informatics,Direct,/masters-health-informatics/lp/thank-you/,9,7,9,4,8,8,0.8888888888888888,0.8888888888888888
MTS,Direct,/masters-theological-studies/faculty/,9,1,6,-2,0,0,0,0
LEPSL,Organic Search,/gordon-graham-risk-management-reading-list/,9,-12,11,-12,0,0,0,0
MTS,Organic Social,/what-is-liturgy/,9,5,9,1,0,0,0,0
Default - (not set),Organic Search,/admitted-students/,9,,16,,0,,0,
MED,Organic Search,/mba-vs-emba-8-key-differences-comparison-table/,9,-22,9,-24,0,0,0,0
LEPSL,Organic Search,/classes/budget-finance-for-law-enforcement-leaders/,9,-2,10,-5,0,0,0,0
MESH,Organic Search,/how-to-become-an-environmental-engineer/,9,4,9,2,0,0,0,0
MED,Direct,/teach-in-private-or-public-school/,9,,16,,0,,0,
MSAAI,Referral,/ai-trainer/,9,5,9,4,0,0,0,0
EML,Direct,/manage-engineering-team/,9,1,8,0,0,0,0,0
LEPSL,Referral,/10-innovative-police-technologies/,9,-5,7,-6,0,0,0,0
EML,Organic Search,.translate.goog/masters-in-engineering-management-vs-mba/,9,8,9,8,0,0,0,0
MSNNL,Paid Search,/12-types-of-msn-degrees-how-to-choose-the-best-nursing-track/,9,,15,,0,,0,
EML,Direct,/masters-engineering-management-leadership/apply/,9,-7,8,-41,0,-2,0,-0.125
MSLDT,Paid Search,/masters-learning-design-technology/,9,-13,18,-14,0,0,0,0
Data Science,Direct,/what-is-data-analytics/,9,6,9,6,0,0,0,0
MSLDT,Direct,/how-to-become-a-curriculum-designer/,9,-19,10,-21,0,0,0,0
Default - (not set),Paid Social,/,9,,11,,0,,0,
CyberOps,Organic Search,/network-administrator-vs-systems-administrator/,9,-25,8,-30,0,0,0,0
MSNNL,Paid Social,/masters-engineering-sustainability-health/lp/ppc/,9,,21,,9,,1,
MSLDT,Organic Search,/learning-design-technology-careers/,9,-20,10,-20,0,0,0,0
Default - (not set),Referral,/about/state-authorization-status/,9,,7,,0,,0,
CyberEng,Referral,/cyber-security-statistics/,9,,9,,0,,0,
MSAAI,Organic Search,.translate.goog/ai-ethicist-career/,9,3,9,0,0,0,0,0
LEPSL,Organic Search,/police-captain-promotion-guide/,9,,8,,0,,0,
Informatics,Organic Search,/is-health-informatics-degree-worth-it/,9,-58,11,-62,0,0,0,0
MSHA,Direct,/masters-humanitarian-action/apply/,9,-18,18,-25,1,1,0.1111111111111111,0.1111111111111111
MESH,Direct,/environmental-science-vs-engineering-degree/,9,-30,9,-31,0,0,0,0
CyberOps,Direct,/cyber-security-specialist-career-guide/,9,-18,9,-21,0,0,0,0
MTS,Direct,/st-francis-of-assisi-and-franciscan-theology/,9,-72,9,-78,0,0,0,0
MSAAI,Referral,/artificial-intelligence-finance/,9,-27,8,-32,0,0,0,0
MSAAI,Organic Search,/masters-artificial-intelligence-vs-data-science/,9,-63,9,-85,0,-1,0,-0.013888888888888888
LEPSL,Organic Search,/masters-law-enforcement-leadership/apply/,9,-2,9,1,0,0,0,0
MESH,Direct,/environmental-policy-analyst-career/,9,-2,9,-2,0,0,0,0
Informatics,Direct,/ai-healthcare/,9,-42,9,-51,0,0,0,0
CyberOps,Direct,/risk-manager-career-guide/,9,-20,9,-21,0,0,0,0
Informatics,Organic Search,/masters-health-informatics/lp/study-health-informatics/,9,0,16,-10,2,1,0.2222222222222222,0.1111111111111111
MSITL,Organic Search,/sre-vs-devops/,9,,6,,0,,0,
CyberOps,Direct,/cybersecurity-jobs-report/,9,-1,8,-1,0,0,0,0
MED,Organic Search,/best-podcasts-for-teachers/,9,-13,6,-22,0,0,0,0
MED,Organic Search,/teaching-license-reciprocity-guide/,9,-29,9,-28,0,0,0,0
MSLDT,Referral,/what-is-instructional-design-examples/,9,-13,8,-14,0,0,0,0
Default - (not set),Unknown - tradedesk / ctv,/,8,,8,,0,,0,
MTS,Email,/masters-theological-studies/,8,-3,9,-10,0,-1,0,-0.09090909090909091
MED,Organic Search,/faculty/john-pekman/,8,5,11,8,0,0,0,0
MED,Organic Search,/teacher-salary-by-state-since-2000/,8,-11,8,-20,0,0,0,0
Data Science,Organic Search,/data-science-careers/,8,-25,8,-28,0,-2,0,-0.06060606060606061
Informatics,Direct,/do-you-need-health-informatics-certification/,8,1,11,5,0,0,0,0
Informatics,Organic Search,/career-health-care-informatics-ideal-foreign-medical-graduates/,8,-19,8,-27,0,-1,0,-0.037037037037037035
LEPSL,Organic Search,/how-become-federal-correctional-officer/,8,-82,8,-81,0,0,0,0
MSNNL,Direct,/masters-nursing-leadership/lp/ppc/,8,,16,,0,,0,
EML,Organic Social,/future-engineering-trends/,8,,8,,0,,0,
MESH,Organic Search,/,8,-9,34,-45,0,-3,0,-0.17647058823529413
Data Science,Paid Search,/masters-applied-data-science/classes/,8,-18,7,-21,0,-1,0,-0.038461538461538464
Data Science,Direct,/python-for-data-science/,8,-15,8,-14,0,0,0,0
CyberOps,Direct,/resources/top-paying-cybersecurity-jobs/,8,4,8,3,0,0,0,0
MSNNL,Organic Search,/advisory-board/de-veyra/,8,,7,,0,,0,
Default - (not set),Organic Search,/online-leadership-courses/,8,,7,,0,,0,
