program_category,Channel,Session,sessions_yoy_difference,Pageview,pageview_yoy_difference,Conversions,conversions_yoy_difference,Conversion_Rate,conversion_rate_yoy_percent_difference
Informatics,Paid Search,836,-1135,1165,-1707,43,-77,0.05143540669856459,-0.15517344497607655
MSAAI,Paid Social,828,686,972,788,49,44,0.059178743961352656,0.6806763285024153
MESH,Paid Social,824,707,928,808,70,69,0.08495145631067962,8.939320388349515
Data Science,Organic Search,800,-2857,855,-3179,1,-6,0.00125,-0.34696428571428567
MESH,Display,765,762,766,737,1,1,0.00130718954248366,
EML,Organic Search,761,-1436,841,-1506,3,-2,0.003942181340341655,0.7321944809461235
MSITL,Organic Search,717,-1912,832,-2293,3,-6,0.0041841004184100415,0.22222222222222213
MESH,Paid Search,694,-744,940,-1156,47,-29,0.06772334293948126,0.2813969361443955
MSNNL,Paid Search,685,72,1064,144,26,20,0.03795620437956204,2.877858880778589
CyberEng,Organic Search,664,-2291,715,-2787,2,-14,0.0030120481927710845,-0.44371234939759036
MESH,Direct,651,-1018,887,-1589,11,-4,0.016897081413210446,0.8800819252432157
MED,Referral,651,-1298,745,-1501,5,-3,0.007680491551459293,0.8711597542242705
MSLDT,Paid Social,580,459,653,511,40,38,0.06896551724137931,3.172413793103448
MTS,Paid Search,570,-1208,778,-1716,25,-92,0.043859649122807015,-0.3334832808517019
Data Science,Direct,523,-1047,584,-1496,5,-6,0.009560229445506692,0.36450547540413697
CyberEng,Direct,518,-667,544,-1045,1,-10,0.0019305019305019305,-0.7920322920322921
EML,Direct,514,-183,665,-258,4,0,0.007782101167315175,0.3560311284046692
CyberOps,Paid Search,502,-725,645,-989,46,-30,0.09163346613545817,0.47939819668693645
MSNP,Paid Social,495,290,563,343,45,40,0.09090909090909091,2.7272727272727275
MSNP,Direct,485,-119,1123,-516,33,18,0.06804123711340206,1.7397938144329894
Default - (not set),Paid Search,448,378,645,560,8,8,0.017857142857142856,
MSAAI,Referral,441,-994,702,-1263,8,-6,0.018140589569160998,0.8594104308390024
MTS,Email,433,58,631,-29,30,14,0.06928406466512702,0.6238452655889145
CyberEng,Paid Social,423,316,468,341,24,22,0.05673758865248227,2.0354609929078014
Informatics,Paid Social,421,-605,473,-705,23,-53,0.05463182897862233,-0.2624703087885985
CyberOps,Paid Social,415,203,484,227,36,23,0.08674698795180723,0.414643188137164
MSITL,Direct,404,-289,688,-1108,5,-10,0.012376237623762377,-0.42821782178217815
MSAAI,Paid Search,400,-1178,686,-2033,28,-60,0.07,0.2552272727272728
MSNNL,Direct,369,88,950,-32,16,-8,0.04336043360433604,-0.4923215898825655
Data Science,Paid Social,363,93,387,81,2,0,0.005509641873278237,-0.25619834710743805
MSNNL,Paid Social,352,350,445,442,17,17,0.048295454545454544,
MSLDT,Paid Search,349,-612,511,-929,26,-25,0.07449856733524356,0.4037867295915501
MSITL,Paid Search,329,-356,471,-836,26,-32,0.0790273556231003,-0.06665967927890164
MSNP,Paid Search,319,-741,430,-1145,18,-51,0.05642633228840126,-0.13316069238108214
MTS,Paid Social,301,126,331,146,15,11,0.04983388704318937,1.180232558139535
LEPSL,Paid Social,288,287,306,305,15,15,0.052083333333333336,
MSHA,Paid Social,274,32,317,2,29,0,0.10583941605839416,-0.11678832116788328
CyberEng,Paid Search,266,-709,305,-965,12,-40,0.045112781954887216,-0.15413533834586476
EML,Paid Social,243,97,272,122,13,13,0.053497942386831275,
MSAAI,AI Traffic,239,-1830,272,-2193,3,-9,0.012552301255230125,1.1642259414225942
EML,Paid Search,237,-924,310,-1346,17,-41,0.07172995780590717,0.43583587952859004
MED,Paid Search,230,-968,375,-1921,30,-17,0.13043478260869565,2.324699352451433
MED,AI Traffic,221,-824,253,-1065,0,-3,0,-1
LEPSL,Paid Search,217,-194,333,-309,14,-7,0.06451612903225806,0.2626728110599078
MSITL,Paid Social,207,147,284,200,21,17,0.10144927536231885,0.5217391304347827
LEPSL,Email,194,-374,305,-342,5,3,0.02577319587628866,6.319587628865979
Data Science,Paid Search,173,-835,207,-1307,4,-47,0.023121387283236993,-0.5430125807548453
MSNNL,Organic Search,171,74,661,345,4,1,0.023391812865497075,-0.24366471734892794
MSLDT,Referral,170,-254,203,-344,0,-10,0,-1
LEPSL,Referral,163,-321,229,-431,0,-8,0,-1
Default - (not set),Paid Social,156,148,162,147,3,2,0.019230769230769232,-0.8461538461538461
MSHA,Paid Search,146,-434,210,-629,15,-37,0.10273972602739725,0.14594309799789246
CyberOps,Display,145,-43,162,-43,6,-2,0.041379310344827586,-0.027586206896551713
MSAAI,Email,140,23,209,60,1,-2,0.007142857142857143,-0.7214285714285714
CyberEng,Display,125,-72,135,-58,1,-2,0.008,-0.4746666666666667
MSLDT,Organic Social,123,90,131,80,0,0,0,
Default - (not set),Email,111,34,146,45,0,-1,0,-1
MSNNL,Display,102,101,110,107,1,1,0.00980392156862745,
Default - (not set),Referral,100,57,120,24,0,-2,0,-1
MSHA,Unknown - ihsa / social,99,,169,,8,,0.08080808080808081,
Data Science,Display,94,92,97,95,0,0,0,
MSAAI,Organic Social,85,-112,113,-149,1,0,0.011764705882352941,1.3176470588235296
MSAAI,Display,83,-529,97,-680,3,2,0.03614457831325301,21.12048192771084
CyberOps,Referral,82,-437,113,-458,0,-1,0,-1
MTS,Referral,75,-85,93,-563,3,-9,0.04,-0.4666666666666666
CyberEng,Email,73,30,92,45,0,-1,0,-1
Data Science,Referral,72,-96,78,-247,0,-9,0,-1
"Default - business-entrepreneurship,computer-science,technology",Organic Search,72,,74,,0,,0,
EML,Display,70,-712,71,-801,1,-24,0.014285714285714285,-0.5531428571428573
MESH,Email,69,-122,79,-134,1,-1,0.014492753623188406,0.3840579710144927
MED,Organic Social,68,-216,79,-380,0,-2,0,-1
EML,Referral,65,16,132,52,3,3,0.046153846153846156,
MSNP,Referral,63,-76,87,-250,3,0,0.047619047619047616,1.206349206349206
MTS,Display,62,-86,82,-98,2,2,0.03225806451612903,
MSITL,Display,62,-102,66,-110,3,1,0.04838709677419355,2.967741935483871
Informatics,Email,60,-52,150,-2,3,3,0.05,
Default - business-entrepreneurship,Organic Search,56,21,58,24,0,0,0,
CyberOps,AI Traffic,55,-486,53,-587,1,0,0.01818181818181818,8.836363636363636
MSLDT,AI Traffic,49,-120,53,-166,0,0,0,
MSHA,Referral,48,-53,56,-115,3,-7,0.0625,-0.36875
Default - (not set),AI Traffic,46,18,51,-8,1,1,0.021739130434782608,
CyberEng,AI Traffic,43,-34,44,-50,0,0,0,
MTS,Organic Social,42,27,42,22,0,0,0,
MED,Email,42,-80,62,-101,3,1,0.07142857142857142,3.3571428571428563
MSHA,AI Traffic,39,-13,34,-16,1,1,0.02564102564102564,
Informatics,Referral,35,-551,39,-630,0,0,0,
LEPSL,Display,34,-29,35,-40,0,-2,0,-1
MESH,Referral,34,-149,50,-265,0,-2,0,-1
LEPSL,AI Traffic,34,-115,37,-164,0,0,0,
MED,Paid Social,33,-71,35,-79,2,-2,0.06060606060606061,0.5757575757575757
MSNNL,Unknown - social / social,31,,30,,0,,0,
Data Science,Email,31,8,25,4,0,0,0,
MSHA,Organic Social,30,15,40,27,0,0,0,
MSLDT,Email,30,-44,45,-68,3,2,0.1,6.4
CyberEng,Referral,29,-78,33,-100,0,-1,0,-1
MSHA,Email,28,-21,29,-51,2,-3,0.07142857142857142,-0.30000000000000004
Default - (not set),Organic Social,27,-27,34,-17,0,0,0,
MSITL,Organic Social,26,21,35,29,1,1,0.038461538461538464,
MSITL,Referral,26,-35,140,-96,0,0,0,
EML,AI Traffic,25,-7,25,-4,0,-1,0,-1
CyberOps,Email,25,-28,30,-31,0,0,0,
Default - business-entrepreneurship,Direct,25,24,28,27,0,0,0,
"Default - computer-science,engineering,technology",Organic Search,23,19,58,42,1,1,0.043478260869565216,
CyberOps,Organic Social,23,-31,24,-54,0,0,0,
MSNP,AI Traffic,23,-42,28,-44,1,1,0.043478260869565216,
"Default - computer-science,engineering,technology",Direct,22,19,35,26,1,0,0.045454545454545456,-0.8636363636363635
"Default - business-entrepreneurship,computer-science,technology",Direct,22,,21,,0,,0,
LEPSL,Organic Social,21,-17,30,-35,0,0,0,
MTS,AI Traffic,21,-30,27,-40,0,0,0,
Default - (not set),Unknown - fashion-valley-mall / ooh,20,,21,,0,,0,
CyberEng,Unknown - hackgd-conference / offline,20,,31,,10,,0.5,
MESH,AI Traffic,19,-82,31,-78,0,-1,0,-1
Informatics,AI Traffic,18,-85,20,-101,1,1,0.05555555555555555,
Informatics,Unknown - Data Not Available / Data Not Available,18,14,43,37,1,1,0.05555555555555555,
MSNNL,Referral,16,9,15,-1,0,-1,0,-1
MSNP,Organic Social,16,10,19,-1,0,-1,0,-1
Default - (not set),Display,16,-575,33,-577,1,1,0.0625,
MSNNL,Email,14,12,24,21,2,2,0.14285714285714285,
Informatics,Organic Social,14,-27,24,-18,0,0,0,
Default - engineering,Organic Search,14,13,11,10,0,0,0,
MSITL,AI Traffic,14,-59,17,-65,0,-2,0,-1
Data Science,AI Traffic,13,-102,18,-128,0,-3,0,-1
Default - (not set),Unknown - tradedesk / dooh,13,,13,,0,,0,
MSNNL,AI Traffic,13,,15,,0,,0,
MSNNL,Organic Social,12,,13,,0,,0,
Default - computer-science,Paid Social,11,,20,,11,,1,
MSNP,Email,10,-56,12,-85,0,-4,0,-1
EML,Email,10,-86,16,-139,0,-4,0,-1
MSLDT,Display,10,-42,15,-60,3,-1,0.3,2.8999999999999995
MSNNL,Unknown - Data Not Available / Data Not Available,10,,16,,0,,0,
CyberEng,Organic Social,10,3,10,-1,0,0,0,
MSITL,Unknown - Data Not Available / Data Not Available,9,7,53,47,3,3,0.3333333333333333,
MSHA,Display,9,6,9,3,1,1,0.1111111111111111,
Default - computer-science,Paid Search,8,7,24,21,10,9,1.25,0.25
Default - (not set),Unknown - ihsa / social,8,,6,,0,,0,
MESH,Unknown - Data Not Available / Data Not Available,8,2,11,-14,0,-4,0,-1
EML,Unknown - Data Not Available / Data Not Available,7,5,7,1,0,0,0,
LEPSL,Unknown - policeone / directory,7,-11,9,-18,0,-1,0,-1
MSAAI,Unknown - facebook / social,7,,9,,1,,0.14285714285714285,
Default - engineering,Direct,7,,17,,0,,0,
CyberOps,Unknown - Data Not Available / Data Not Available,7,5,10,7,0,0,0,
MSNP,Display,7,3,9,-9,0,-1,0,-1
MESH,Organic Social,6,-6,6,-8,0,0,0,
CyberEng,Unknown - Data Not Available / Data Not Available,6,5,13,11,1,1,0.16666666666666666,
MTS,Unknown - Data Not Available / Data Not Available,6,,8,,0,,0,
Default - (not set),Unknown - Data Not Available / Data Not Available,6,,11,,1,,0.16666666666666666,
"Default - business-entrepreneurship,computer-science,engineering,technology",Direct,5,-5,5,-15,5,5,1,
"Default - business-entrepreneurship,computer-science,engineering,technology",Paid Search,5,,11,,5,,1,
"Default - computer-science,engineering,technology",Organic Social,5,,5,,0,,0,
Data Science,Organic Social,5,-12,5,-15,0,0,0,
MSNP,Unknown - facebook / social,5,,5,,0,,0,
"Default - ",Email,4,2,4,2,0,0,0,
MSITL,Email,4,-48,14,-44,2,2,0.5,
MSAAI,Unknown - Data Not Available / Data Not Available,4,2,6,3,0,0,0,
Default - (not set),Unknown - tradedesk / ctv,4,,4,,0,,0,
MSAAI,Unknown - linkedin / social,4,3,5,3,0,0,0,
Default - humanitarian-nonprofit,Direct,4,-6,7,-2,0,0,0,
MITE,Email,4,,4,,0,,0,
MED,Unknown - Data Not Available / Data Not Available,4,1,12,3,1,1,0.25,
MSLDT,Unknown - Data Not Available / Data Not Available,3,2,7,5,1,1,0.3333333333333333,
MSITL,Unknown - email / nurture,3,,3,,0,,0,
"Default - computer-science,engineering,technology",Email,3,,6,,0,,0,
MSLDT,Unknown - youtube / social,3,,3,,0,,0,
Default - (not set),Unknown - linktree_admin_share / social,3,,3,,0,,0,
MSHA,Unknown - Data Not Available / Data Not Available,3,2,5,3,0,-1,0,-1
MSAAI,Unknown - fashion-valley-mall / ooh,3,,11,,0,,0,
"Default - business-entrepreneurship,computer-science,technology",AI Traffic,3,,3,,0,,0,
Default - humanitarian-nonprofit,Organic Search,2,-9,1,-5,0,0,0,
"Default - engineering,sustainability",Paid Search,2,,3,,0,,0,
"Default - business-entrepreneurship,computer-science,technology",Referral,2,,3,,0,,0,
Default - business-entrepreneurship,Referral,2,,2,,0,,0,
LEPSL,Unknown - event / poker-chip,2,-7,2,-7,0,-1,0,-1
MTS,Unknown - ig / social,2,,2,,0,,0,
LEPSL,Unknown - Facebook / cpc,2,1,2,1,0,0,0,
"Default - business-entrepreneurship,computer-science,technology",Display,2,,2,,0,,0,
Default - (not set),Unknown - facebook / social,2,,2,,0,,0,
Default - (not set),Unknown - email / nurture,2,,2,,0,,0,
"Default - computer-science,engineering,technology",Referral,2,,2,,0,,0,
Default - (not set),Unknown - linkedin / social,2,,4,,0,,0,
LEPSL,Unknown - Data Not Available / Data Not Available,2,,3,,0,,0,
MSAAI,Unknown - zalo / zalo,2,-45,2,-72,0,0,0,
LEPSL,Unknown - fashion-valley-mall / ooh,2,,3,,0,,0,
Data Science,Unknown - linkedin / social,2,0,3,-7,0,0,0,
Informatics,Unknown - fashion-valley-mall / ooh,2,,2,,0,,0,
Data Science,Unknown - optin monster / exit overlay,1,,1,,0,,0,
"Default - computer-science,engineering,technology",Paid Search,1,-1,5,5,0,0,0,
Default - (not set),Unknown - ig / social,1,,1,,0,,0,
"Default - business-entrepreneurship,computer-science,engineering,technology",Organic Search,1,-14,3,-12,1,1,1,
"Default - engineering,healthcare,sustainability",Direct,1,-5,1,-3,0,0,0,
Default - (not set),Unknown - Facebook / cpc,1,,2,,0,,0,
LEPSL,Unknown - ig / social,1,,1,,0,,0,
MESH,Affiliate,1,-37,1,-53,0,-1,0,-1
Default - computer-science,Organic Search,1,-9,1,-8,0,0,0,
MSAAI,Unknown - linkedin-organic / social,1,,1,,0,,0,
About,Direct,1,-1986,1,-2453,0,-7,0,-1
LEPSL,Unknown - ihsa / social,1,,0,,0,,0,
MSNP,Unknown - ihsa / social,1,,3,,0,,0,
"Default - engineering,sustainability",Referral,1,,1,,0,,0,
EML,Organic Social,1,-2,1,-3,0,0,0,
Informatics,Unknown - (not set) / organic,1,,1,,0,,0,
MSAAI,Unknown - Keystone / ReadMoreSchoolWebsiteCTA,1,0,0,-1,0,0,0,
MED,Unknown - linkedin / social,1,,1,,0,,0,
"Default - computer-science,engineering,technology",Unknown - facebook / social,1,,1,,0,,0,
MSNP,Unknown - Data Not Available / Data Not Available,1,,2,,0,,0,
"Default - computer-science,leadership-management,technology",Direct,1,-3,1,-3,0,0,0,
MSAAI,Unknown - ig / social,1,,2,,0,,0,
MSAAI,Unknown - twitter / social,1,,1,,0,,0,
Data Science,Unknown - facebook / social,1,,1,,0,,0,
CyberOps,Unknown - EMAIL / USD CSOL 15Mar26 Masterclass OPM IDB Nurtur2,1,,1,,0,,0,
MED,Unknown - facebook / social,1,,2,,0,,0,
Default - business-entrepreneurship,Organic Social,1,,1,,0,,0,
MSAAI,Unknown - canva / iframely,1,,1,,0,,0,
Default - computer-science,Direct,1,-22,1,-46,0,-2,0,-1
"Default - engineering,sustainability",Organic Search,1,-2,1,-2,0,0,0,
MSHA,Unknown - ig / social,1,,1,,0,,0,
MSNNL,Unknown - tableposter / offline,1,-2,1,-5,0,-3,0,-1
Default - computer-science,Display,1,-1,4,0,1,0,1,1
Default - (not set),Unknown - EMAIL / USD CSOL 15Mar26 Masterclass OPM IDB Nurtur2,1,,2,,0,,0,
"Default - business-entrepreneurship,computer-science,engineering,technology",Unknown - optin monster / exit overlay,0,,3,,1,,null,
