program_category,default_channel,Landing_page,Session,sessions_yoy_difference,Pageview,pageview_yoy_difference,Conversions,conversions_yoy_difference,Conversion_Rate,conversion_rate_yoy_percent_difference
LEPSL,Unknown - policeone / directory,/masters-law-enforcement-leadership/lp/thank-you/,3,,3,,0,,0,
MSLDT,Referral,/masters-learning-design-technology/classes/,3,-5,3,-8,0,0,0,0
MSNP,Referral,/masters-nonprofit-leadership-management/classes/,3,1,3,1,0,0,0,0
Data Science,Organic Search,.translate.goog/quantitative-analyst-career/,3,-3,3,-3,0,0,0,0
LEPSL,Organic Search,/the-importance-of-building-trust-inside-your-community/,3,1,3,1,0,0,0,0
CyberEng,Organic Search,/is-cyber-security-hard/,3,,4,,0,,0,
Data Science,Direct,/classes/applied-text-mining/,3,,4,,0,,0,
MED,Organic Social,/best-paying-school-districts-ca-teachers/,3,,3,,0,,0,
MSAAI,Organic Search,.translate.goog/ai-trainer/,3,-32,3,-36,0,0,0,0
Informatics,Paid Search,/resources/health-informatics-career-guide/,3,,3,,0,,0,
Default - (not set),Direct,/forms/ldt-applicant/,3,,8,,1,,0.3333333333333333,
MESH,Organic Search,/resources/mesh-information-session-webinar/,3,,4,,0,,0,
LEPSL,Organic Search,/faculty/greg-morgan/,3,-1,4,0,0,0,0,0
Data Science,Direct,/data-analyst-careers-and-salary/,3,0,6,3,0,0,0,0
Informatics,Direct,/masters-health-informatics/faculty/,3,-15,3,-32,0,0,0,0
MTS,Organic Search,.translate.goog/jobs-for-catholics/,3,-2,3,-2,0,0,0,0
LEPSL,Organic Search,/ambassador/brandon-barclay/,3,0,3,0,0,0,0,0
CyberOps,Paid Social,/top-paying-cybersecurity-jobs/,3,-19,3,-23,0,0,0,0
Data Science,Direct,/faculty/erin-cooke/,3,0,3,-1,0,0,0,0
MSAAI,Direct,/faculty/david-friesen/,3,0,3,0,0,0,0,0
MSLDT,Referral,/ai-instructional-design/,3,,1,,0,,0,
MED,AI Traffic,/masters-education/,3,-2,4,-8,1,0,0.3333333333333333,0.1333333333333333
CyberOps,AI Traffic,/top-100-cybersecurity-companies/,3,-5,4,-4,0,0,0,0
MED,Organic Search,.translate.goog/life-skills-education-in-schools/,3,,3,,0,,0,
Data Science,Organic Search,/masters-applied-data-science/careers/,3,,3,,0,,0,
CyberOps,Organic Search,/masters-cyber-security-operations/scholarships-grants/,3,1,11,7,0,0,0,0
Default - (not set),Direct,/contact-us-thank-you/,3,,2,,1,,0.3333333333333333,
MSAAI,AI Traffic,/artificial-intelligence-scholarships/,3,-39,4,-44,0,-1,0,-0.023809523809523808
MSITL,Direct,/masters-applied-artificial-intelligence/,3,2,21,9,1,1,0.3333333333333333,0.3333333333333333
CyberEng,Organic Search,/faculty/haydar-majeed/,3,1,2,0,0,0,0,0
MESH,Organic Search,/masters-in-sustainability-degree-comparison/,3,-10,3,-12,0,0,0,0
MSLDT,Direct,/ambassador/cameron-salehi/,3,,2,,0,,0,
MSITL,Paid Search,/masters-information-technology-leadership/apply/,3,2,3,2,0,0,0,0
MTS,Referral,/masters-information-technology-leadership/,3,,11,,0,,0,
Default - (not set),Organic Search,/management-masters-vs-mba/,3,,5,,0,,0,
MED,Direct,/teaching-license-reciprocity-guide/,3,-1,3,-1,0,0,0,0
Default - (not set),AI Traffic,/online-leadership-courses/,3,,3,,0,,0,
Data Science,Direct,/how-to-become-a-software-engineer/,3,,3,,0,,0,
MSNP,Organic Social,/best-nonprofit-degrees/,3,,8,,1,,0.3333333333333333,
CyberEng,Direct,/become-a-computer-forensics-analyst/,3,-8,3,-8,0,0,0,0
MSLDT,Direct,/resources/things-to-know-about-careers-in-instructional-design-thank-you/,3,2,3,0,2,2,0.6666666666666666,0.6666666666666666
LEPSL,Direct,/police-management-training/,3,-3,3,-4,0,0,0,0
"Default - computer-science,engineering,technology",Email,/cyber-security/,3,,4,,0,,0,
Default - (not set),Organic Search,/faculty/juanita-campbell-rodriguez/,3,,4,,0,,0,
Default - (not set),Direct,/how-to-become-an-intrapreneur/,3,,3,,0,,0,
MED,Direct,/masters-in-special-education-careers/,3,-4,3,-6,0,0,0,0
Informatics,Organic Search,/health-information-technology-terminology/,3,-19,6,-16,0,0,0,0
Data Science,Organic Search,/advisory-board/eric-colson/,3,,2,,0,,0,
CyberEng,Direct,curity-engineering/classes/,3,,4,,0,,0,
MED,Direct,/best-podcasts-for-teachers/,3,,2,,0,,0,
Data Science,Direct,/data-architect-career/,3,-1,4,0,0,0,0,0
Informatics,Referral,/data-science-health-care/,3,-4,3,-6,0,0,0,0
MSAAI,Organic Search,/most-searched-for-ai-jobs/,3,-5,3,-6,0,0,0,0
MSITL,Organic Search,/masters-degree-in-information-technology-worth-it/,3,2,3,1,0,0,0,0
MED,Organic Search,/professional-development-options-for-teachers-at-usd/,3,-8,3,-22,0,-1,0,-0.09090909090909091
Default - (not set),Direct,/forms/mseml-application-evaluation/,3,,5,,1,,0.3333333333333333,
EML,Unknown - Data Not Available / Data Not Available,/masters-engineering-management-leadership/lp/ppc/,3,,5,,0,,0,
MSLDT,Referral,/addie-model-instructional-design/,3,2,1,0,0,0,0,0
MSNNL,Paid Search,/masters-nursing-leadership/nursing-educator-track/,3,,3,,0,,0,
MSLDT,Direct,/faculty/lisa-evans/,3,-1,3,0,0,0,0,0
Data Science,Direct,/resources/questions-to-ask-masters-data-science-checklist/,3,-3,3,-13,0,-5,0,-0.8333333333333334
Default - (not set),Paid Search,/admissions/military-veterans/,3,,3,,0,,0,
Informatics,Organic Search,/faculty/brenda-boone/,3,,3,,0,,0,
EML,Organic Search,/head-of-product-career/,3,,2,,0,,0,
Default - (not set),Direct,n-financial-aid/financial-aid/,3,,3,,0,,0,
MSNP,Direct,/masters-nonprofit-leadership-management/lp/thank-you/,3,,3,,3,,1,
MED,Organic Search,/faculty-spotlight-dr-ricardo-medina/,3,1,3,1,0,0,0,0
LEPSL,Organic Search,/masters-law-enforcement-leadership/transfer-credit/,3,-3,4,-23,0,0,0,0
LEPSL,Organic Search,/ambassador/luis-martinez-jr/,3,0,3,0,0,0,0,0
LEPSL,Direct,/shift-in-law-enforcement-leadership/,3,1,3,1,0,0,0,0
Default - (not set),Organic Search,/faculty/jeff-teza/,3,,4,,0,,0,
CyberEng,Organic Search,.translate.goog/black-vs-gray-vs-white-hat-hackers/,3,,5,,0,,0,
MED,Organic Search,/masters-education/specializations/technology-and-innovation/,3,0,5,2,0,0,0,0
MSAAI,Organic Social,/artificial-intelligence-business/,3,2,3,2,0,0,0,0
LEPSL,Organic Search,/ambassador/coleman-langdon/,3,-1,5,0,0,0,0,0
MSLDT,Direct,/what-is-learning-design/,3,-71,4,-85,0,0,0,0
MESH,Direct,/masters-health-informatics/,3,-1,20,-11,0,0,0,0
Data Science,Organic Search,/financial-analyst-career/,3,-3,3,-5,0,0,0,0
MSNP,AI Traffic,/masters-nonprofit-leadership-management/,3,,8,,1,,0.3333333333333333,
MED,Paid Search,/masters-education/,3,-17,6,-28,0,-1,0,-0.05
Informatics,AI Traffic,/what-is-health-informatics/,3,,2,,0,,0,
MED,Direct,/masters-education/specializations/technology-and-innovation/,3,-3,5,-1,0,0,0,0
MESH,Direct,/environmental-policy-analyst-career/,3,-10,3,-10,0,0,0,0
MSHA,AI Traffic,/examples-of-social-change/,3,,3,,0,,0,
MED,Organic Search,.translate.goog/teacher-centered-vs-student-centered-learning/,3,-29,4,-33,0,0,0,0
Informatics,AI Traffic,/mha-vs-mph-vs-ms-health-informatics/,3,2,4,3,0,0,0,0
MSITL,AI Traffic,/information-technology-trends/,3,-13,6,-11,0,0,0,0
Default - (not set),Direct,/about/sms-privacy-policy/,3,2,3,1,0,0,0,0
Informatics,Direct,/forms/,3,-5,8,-28,2,0,0.6666666666666666,0.41666666666666663
MSAAI,Organic Search,/machine-learning-engineer-vs-data-scientist/,3,-3,4,-2,0,0,0,0
MSLDT,Organic Search,.translate.goog/instructional-technology-tools/,3,-5,5,-4,0,0,0,0
Data Science,Direct,/aws-certification-careers/,3,0,2,-1,0,0,0,0
Default - (not set),Organic Search,/how-to-create-a-tech-startup-company-in-12-steps-2/,3,,3,,0,,0,
MSNP,Direct,/social-impact-careers/,3,-10,4,-12,0,0,0,0
MED,Direct,/resources/instructing-through-brain-informed-practices-online-presentation/,3,,3,,0,,0,
MSLDT,Direct,/instructional-design-certificate-vs-masters-degree/,3,-3,3,-4,0,0,0,0
EML,Organic Search,/master-of-engineering-management-careers/,3,-14,4,-14,0,0,0,0
MSHA,Direct,/humanitarian-crises-around-the-world/,3,-2,6,1,0,0,0,0
MSNP,Direct,/nonprofit-careers/,3,0,3,-1,0,0,0,0
LEPSL,Organic Search,/ambassador/maxime-schifano/,3,,3,,0,,0,
MSLDT,Organic Search,.translate.goog/learning-objectives-examples/,3,,5,,0,,0,
MED,Organic Search,/masters-education/lp/online-med/,3,-2,7,-2,0,0,0,0
Informatics,Organic Search,/health-informatics-shaping-future-health-information-management/,3,-6,2,-17,0,0,0,0
EML,Organic Search,/,3,2,12,8,0,0,0,0
MSITL,Organic Search,/network-computer-systems-administrator-career/,3,2,4,3,0,0,0,0
MSHA,Referral,/masters-humanitarian-action/classes/,3,,3,,0,,0,
CyberOps,Organic Search,/faculty/ron-fulton/,2,0,2,0,0,0,0,0
Informatics,Paid Search,/masters-health-informatics/apply/,2,0,2,1,0,0,0,0
MSNP,Organic Search,/faculty/laura-deitrick/,2,-1,2,-10,0,0,0,0
LEPSL,Organic Search,/shift-in-law-enforcement-leadership/,2,0,2,0,0,0,0,0
CyberEng,Email,/is-cyber-security-hard/,2,,3,,0,,0,
MTS,AI Traffic,/moral-theology/,2,-3,1,-8,0,0,0,0
Default - (not set),Organic Search,/leadership-management/,2,,6,,0,,0,
MTS,Unknown - copilot.com / (not set),/biblical-studies-theology/,2,,2,,0,,0,
EML,Organic Search,.translate.goog/chief-engineer-officer-career/,2,-19,2,-21,0,0,0,0
MED,Referral,/masters-education/specializations/steam/,2,-7,2,-7,2,1,1,0.8888888888888888
MSNNL,Direct,/forms/,2,,5,,2,,1,
CyberOps,Direct,/cyber-security-salaries-make-case-for-masters/,2,-5,2,-5,0,0,0,0
About,Direct,,2,-20,8,-20,0,0,0,0
MSAAI,Direct,/resources/free-ms-aai-program-brochure-thank-you/,2,1,6,6,1,1,0.5,0.5
LEPSL,Direct,/masters-in-law-enforcement-leadership-hits-1000-graduate-milestone/,2,,1,,0,,0,
MSHA,Direct,/masters-health-informatics/,2,,5,,0,,0,
MSLDT,Email,/masters-learning-design-technology/classes/,2,0,2,1,0,0,0,0
LEPSL,Referral,/why-police-officer-education-is-important/,2,1,2,1,0,0,0,0
MSLDT,Referral,/masters-learning-design-technology/apply/,2,0,1,-2,0,0,0,0
Data Science,AI Traffic,/data-science-scholarships/,2,0,2,-1,0,0,0,0
MSHA,Organic Search,.translate.goog/humanitarian-corridor/,2,,2,,0,,0,
MESH,Organic Search,.translate.goog/climate-change-careers/,2,1,2,1,0,0,0,0
CyberOps,Direct,/cyber-security-director/,2,,2,,0,,0,
Informatics,Direct,/informatics-nursing-essential-career/,2,-1,2,-2,0,0,0,0
CyberEng,Direct,.translate.goog/cryptanalyst-career-guide/,2,,2,,0,,0,
CyberOps,Organic Search,/cyber-security-statistics/,2,,4,,0,,0,
MED,Organic Search,/early-childhood-education-vs-elementary-education-masters/,2,,2,,0,,0,
LEPSL,Organic Search,/ambassador/wes-herman/,2,,2,,0,,0,
Default - (not set),AI Traffic,/masters-cyber-security-engineering/,2,,7,,0,,0,
MSLDT,Organic Search,/masters-learning-design-technology/lp/uci/,2,,2,,0,,0,
MSLDT,Organic Search,/top-instructional-design-skills/,2,-72,1,-77,0,0,0,0
MSNP,Organic Search,/faculty/tom-abruzzo/,2,,2,,0,,0,
MSLDT,Organic Search,/online-programs/,2,-4,8,-29,0,0,0,0
MSAAI,Direct,/masters-applied-data-science/classes/,2,-3,16,-15,0,-1,0,-0.2
MESH,Organic Search,/faculty/katrina-mitchell/,2,1,2,1,0,0,0,0
CyberOps,AI Traffic,/cyber-security-scholarships/,2,0,2,0,0,0,0,0
MSNP,Paid Search,/faculty/kenneth-hurst/,2,,2,,0,,0,
LEPSL,Organic Search,.translate.goog/what-is-intelligence-led-policing/,2,-3,2,-3,0,0,0,0
LEPSL,Email,/masters-law-enforcement-leadership/students-agencies/,2,-28,2,-34,0,0,0,0
CyberEng,Direct,/is-cyber-security-hard/,2,,2,,0,,0,
MSHA,Direct,/resources/msha-how-a-masters-degree-can-benefit-your-humanitarian-career/,2,-1,2,-1,0,0,0,0
MED,Email,/masters-education/specializations/,2,-3,1,-8,0,0,0,0
Data Science,Direct,/storytelling-with-data-part-2/,2,-1,2,-1,0,0,0,0
Data Science,Direct,/faculty/ebrahim-k-tarshizi/,2,0,3,1,0,0,0,0
MSAAI,Direct,/most-searched-for-ai-jobs/,2,,2,,0,,0,
LEPSL,Paid Search,/police-media-relations-and-social-media/,2,,1,,0,,0,
MED,AI Traffic,/adaptive-curriculum-for-special-education/,2,,2,,0,,0,
MSNP,Organic Search,/best-jobs-for-veterans-after-the-military/,2,-22,2,-22,0,0,0,0
CyberEng,Direct,/faculty/nikolas-behar/,2,,2,,0,,0,
MSITL,Organic Search,/masters-information-technology-leadership/classes/applied-ai-specialization/,2,,2,,0,,0,
Data Science,Direct,/data-science-bootcamps/,2,-8,2,-8,0,0,0,0
MSHA,Referral,/organizational-capacity/,2,,1,,0,,0,
LEPSL,Organic Search,/faculty/dennis-nayor/,2,1,3,2,0,0,0,0
EML,Organic Search,.translate.goog/lead-engineer-career/,2,,2,,0,,0,
CyberOps,Organic Search,/cyber-security-coding/,2,-12,6,-30,0,0,0,0
MSNNL,Paid Social,/masters-engineering-sustainability-health/lp/ppc/,2,,4,,2,,1,
EML,Email,/masters-engineering-management-leadership/,2,-6,4,-9,0,-2,0,-0.25
LEPSL,Organic Social,/top-5-trends-in-law-enforcement/,2,,2,,0,,0,
Data Science,Direct,.translate.goog/data-communication/,2,-8,2,-8,0,0,0,0
Data Science,Direct,/data-science-vs-statistics/,2,,2,,0,,0,
MESH,Direct,/faculty/john-gulick/,2,0,2,0,0,0,0,0
Data Science,AI Traffic,/masters-applied-data-science/apply/,2,-6,1,-7,0,0,0,0
MED,Direct,/masters-education/scholarships-and-grants/,2,0,1,-1,0,0,0,0
Default - (not set),Direct,/programs/informatics/healthcare-informatics-admission.php,2,,2,,0,,0,
MTS,Direct,/theology-degree-salary/,2,-10,2,-11,0,0,0,0
CyberOps,Organic Search,/resources/top-paying-cybersecurity-jobs/,2,1,7,6,0,-1,0,-1
MED,Direct,/the-secrets-to-successful-school-leadership/,2,0,2,0,0,0,0,0
LEPSL,Organic Search,/programs/,2,,4,,0,,0,
"Default - business-entrepreneurship,computer-science,technology",Referral,/ai-for-teachers/,2,,3,,0,,0,
LEPSL,Organic Search,/ambassador/randy-moody/,2,1,2,1,0,0,0,0
MED,Organic Search,/resources/guide-to-teaching-styles-thank-you/,2,,2,,2,,1,
MED,Organic Search,.translate.goog/bilingual-education/,2,-2,2,-3,0,0,0,0
MESH,Organic Search,/classes/getting-to-zero-waste/,2,-1,2,-2,0,0,0,0
Default - (not set),Email,/tuition-financial-aid/,2,1,2,0,0,-1,0,-1
MSNNL,Email,/masters-nursing-leadership/apply/,2,,2,,0,,0,
MSNP,AI Traffic,/nonprofit-operations-career/,2,,1,,0,,0,
MESH,Organic Search,/faculty/willy-oppenheim/,2,-2,2,-2,0,0,0,0
MSAAI,Direct,/programs/,2,-6,9,-30,0,0,0,0
Data Science,Direct,/resources/look-inside-data-science-masters/,2,0,3,1,0,0,0,0
Default - (not set),Direct,/search/+/,2,,2,,0,,0,
Default - (not set),Email,/tuition-financial-aid/tuition/,2,,2,,0,,0,
MSAAI,Direct,/dall-e-2-the-next-step-in-visual-language-models/,2,-1,2,-1,0,0,0,0
MSLDT,Organic Search,.translate.goog/addie-model-instructional-design/,2,-4,2,-6,0,0,0,0
LEPSL,Organic Search,/faculty/todd-oneto/,2,-1,2,-1,0,0,0,0
MSITL,Organic Search,/masters-information-technology-leadership/classes/data-science-elective/,2,,3,,0,,0,
MESH,Direct,/faculty/rodney-reynolds/,2,,2,,0,,0,
Informatics,Direct,/masters-health-informatics/testimonials,2,,2,,0,,0,
CyberEng,AI Traffic,/black-vs-gray-vs-white-hat-hackers/,2,,2,,0,,0,
Default - (not set),Direct,/how-to-create-a-tech-startup-company-in-12-steps-2/,2,,2,,0,,0,
Default - (not set),Direct,/student-support/military-and-veterans-program,2,,2,,0,,0,
LEPSL,Direct,/masters-law-enforcement-leadership/transfer-credit/perf-smip/,2,-20,2,-25,0,0,0,0
Informatics,Organic Search,/advisory-board/kuelbs/,2,1,3,1,0,0,0,0
LEPSL,Referral,/masters-law-enforcement-leadership/lp/lasdu/,2,-5,2,-8,0,0,0,0
MTS,Organic Social,/masters-theological-studies/resources/,2,,2,,0,,0,
Default - (not set),Direct,/masters-degree-innovation/,2,,2,,0,,0,
LEPSL,Direct,/police-conflict--management-strategies/,2,,1,,0,,0,
Default - (not set),Organic Search,/best-jobs-in-cyber-security/,2,-1,11,0,0,0,0,0
MSITL,Organic Search,.translate.goog/what-is-site-reliability-engineering/,2,,2,,0,,0,
Default - (not set),Organic Search,/ai-in-education-certificate/,2,,1,,0,,0,
LEPSL,Direct,/police-officer-wellness-programs/,2,,2,,0,,0,
MSNNL,Direct,/advisory-board/de-veyra/,2,,2,,0,,0,
CyberOps,Direct,/resources/entry-level-cyber-security-career-guide/,2,1,2,1,0,0,0,0
LEPSL,Organic Search,/faculty/benjamin-kelso/,2,-8,2,-10,0,0,0,0
Default - (not set),Organic Search,/student-support/military-and-veterans-program/,2,,2,,0,,0,
Data Science,Organic Search,/data-science-bootcamps/,2,-35,2,-42,0,0,0,0
CyberEng,Direct,/masters-cyber-security-engineering/faculty/,2,-6,3,-4,1,1,0.5,0.5
CyberOps,Direct,/master-of-science-in-cyber-security-or-mba/,2,-10,3,-8,0,0,0,0
Default - (not set),Unknown - Data Not Available / Data Not Available,/online-programs/,2,,2,,0,,0,
MESH,Organic Search,/masters-engineering-sustainability-health/mesh-combined-degree/,2,0,2,0,0,0,0,0
MSLDT,Paid Search,/top-instructional-design-software/,2,,1,,0,,0,
MED,Referral,/best-paying-school-districts-ca-teachers/,2,,2,,0,,0,
LEPSL,Direct,/best-law-enforcement-online-training-and-resources/,2,0,1,-1,0,0,0,0
MSAAI,AI Traffic,/masters-applied-artificial-intelligence/classes/,2,,2,,0,,0,
MED,Direct,/online-teaching-strategies/,2,1,1,0,0,0,0,0
MSAAI,Direct,/from-devops-to-mlops-a-comprehensive-guide-to-migrating-and-adding-services/,2,-4,2,-4,0,0,0,0
Default - (not set),Organic Search,/how-to-become-a-computer-scientist-salary-career-guide/,2,,2,,0,,0,
MSITL,Direct,/forms/,2,-2,11,-15,2,2,1,1
MSNP,Organic Search,/faculty/andrea-boozer/,2,,3,,0,,0,
CyberOps,Organic Search,/resources/should-you-become-a-cybersecurity-engineer/,2,,2,,0,,0,
MSHA,Organic Search,/advisory-board/vivero/,2,,2,,0,,0,
MED,Organic Social,/best-masters-degrees-for-teachers/,2,,2,,0,,0,
CyberEng,Referral,/should-you-become-a-cyber-security-engineer/,2,-13,2,-15,0,0,0,0
Default - (not set),Organic Search,/offers/oed-leads/,2,1,2,-1,0,0,0,0
Informatics,Organic Search,/faculty/razel-milo/,2,-2,2,-2,0,0,0,0
MSHA,Organic Search,/classes/program-monitoring-and-evaluation/,2,-8,5,-10,0,0,0,0
MED,Direct,/is-blended-learning-the-next-big-thing-in-education/,2,-4,2,-4,0,0,0,0
MSITL,Direct,/masters-information-technology-leadership/lp/ppc/let-us-pay-for-your-msitl-application-fee/,2,,4,,0,,0,
Informatics,Paid Search,/is-health-informatics-degree-worth-it/,2,,3,,0,,0,
Informatics,Unknown - {{site_source_name}} / {{placement}},/masters-health-informatics/lp/study-health-informatics/,2,-1,2,-1,0,0,0,0
CyberOps,Direct,/threat-or-opportunity-big-data-and-cyber-security/,2,-9,2,-11,0,0,0,0
LEPSL,Organic Search,/masters-law-enforcement-leadership/students-agencies/,2,0,2,2,0,0,0,0
MSNP,Direct,/nonprofit-fundraising-ideas/,2,,2,,0,,0,
LEPSL,Organic Search,/improving-police-promotional-process/,2,,2,,0,,0,
MTS,Organic Search,.translate.goog/ways-to-deepen-your-faith/,2,,2,,0,,0,
MED,Direct,/substitute-teacher-tips/,2,,2,,0,,0,
MESH,Email,/masters-engineering-sustainability-health/faculty/,2,,3,,0,,0,
EML,Organic Search,/engineering-management-masters-worth-it/,2,-60,2,-71,0,0,0,0
MSAAI,Referral,/ethics-in-ai/,2,,1,,0,,0,
Informatics,AI Traffic,/population-health-expert-barbara-berkovich/,2,,1,,0,,0,
LEPSL,Direct,/ambassador/brad-welch/,2,0,2,0,0,0,0,0
MSAAI,Paid Search,/,2,-36,12,-175,0,-1,0,-0.02631578947368421
MSNP,AI Traffic,/nonprofit-board-governance/,2,,2,,0,,0,
MED,Organic Search,.translate.goog/instructional-leadership/,2,1,2,1,0,0,0,0
MED,Direct,/faculty/amanda-roth/,2,-1,2,-1,0,0,0,0
Data Science,Organic Search,/faculty/erin-cooke/,2,0,2,-2,0,0,0,0
MESH,Organic Social,/masters-engineering-sustainability-health/,2,-3,2,-3,0,0,0,0
Data Science,Direct,/change-career-to-data-science/,2,,2,,0,,0,
Default - (not set),Direct,/blog/technology/,2,,2,,0,,0,
MSITL,Referral,/it-job-titles/,2,-7,2,-7,0,0,0,0
Informatics,Paid Search,/masters-health-informatics/faculty/,2,1,2,1,0,0,0,0
MSNNL,AI Traffic,/masters-nursing-leadership/scholarships/,2,,2,,0,,0,
MED,Organic Search,.translate.goog/teaching-to-every-students-unique-learning-style/,2,-15,2,-21,0,0,0,0
MSLDT,Organic Search,/right-masters-in-instructional-design-and-technology/,2,1,2,2,0,0,0,0
MSITL,Organic Social,/masters-information-technology-leadership/lp/ppc/,2,-3,2,-3,0,0,0,0
MSAAI,Organic Search,/faculty/mirsardar-esmaeili/,2,0,2,0,0,0,0,0
Data Science,Direct,/data-warehouse-engineer/,2,-7,2,-7,0,0,0,0
CyberEng,Display,/masters-cyber-security-engineering/lp/cyber-security-engineering/,2,,2,,0,,0,
MSLDT,AI Traffic,/what-is-learning-design/,2,1,1,0,0,0,0,0
CyberOps,Organic Search,/masters-cyber-security-engineering/classes/,2,,7,,1,,0.5,
LEPSL,Organic Search,/masters-in-public-administration-vs-masters-in-leadership/,2,-2,2,-5,0,0,0,0
MSHA,Direct,/masters-humanitarian-action/advisory-board/,2,-12,4,-10,0,0,0,0
MSNNL,Referral,/,2,,20,,0,,0,
MED,Unknown - Data Not Available / Data Not Available,/masters-education/lp/online-med/,2,,9,,0,,0,
LEPSL,Direct,/masters-law-enforcement-leadership/transfer-credit/command-college/,2,-5,2,-5,0,0,0,0
MSHA,Direct,/masters-humanitarian-action/faculty/,2,-21,1,-43,0,-2,0,-0.08695652173913043
MTS,Paid Social,/master-of-science-in-engineering-for-sustainability-and-health/lp/ppc/thank-you/,2,,2,,2,,1,
MTS,Direct,/faculty/darleen-pryds/,2,0,2,0,0,0,0,0
LEPSL,Organic Search,/ambassador/jay-alvarado/,2,,3,,0,,0,
MED,AI Traffic,/steam-education-in-schools/,2,-7,2,-8,0,0,0,0
MTS,Organic Search,/masters-theological-studies/faculty/,2,,2,,0,,0,
MESH,Organic Search,.translate.goog/climate-change-analyst-career/,2,1,2,1,0,0,0,0
MED,Direct,/resources/the-complete-list-of-teaching-methods-thank-you/,2,,3,,2,,1,
MED,Direct,.translate.goog/teacher-centered-vs-student-centered-learning/,2,-11,2,-11,0,0,0,0
Data Science,Direct,/data-science/,2,-2,2,-4,0,0,0,0
CyberOps,Organic Search,/cybersecurity-masters-degree-guide/,2,-6,1,-16,0,0,0,0
MSHA,Referral,/how-to-become-diplomat/,2,,2,,0,,0,
MSAAI,Referral,/ai-ethicist-career/,2,-6,2,-7,0,-1,0,-0.125
LEPSL,AI Traffic,/the-importance-of-building-trust-inside-your-community/,2,,6,,0,,0,
MSNP,Organic Search,.translate.goog/business-masters-degrees-types/,2,,2,,0,,0,
MSLDT,Direct,/masters-learning-design-technology/lp/thank-you/,2,,2,,2,,1,
LEPSL,Direct,/5-law-enforcement-jobs-that-require-an-advanced-degree/,2,0,3,1,0,0,0,0
MSLDT,Organic Search,/programs/,2,1,20,14,0,0,0,0
Default - (not set),Organic Search,/masters-cyber-security-operations/,2,,7,,0,,0,
CyberOps,Direct,/classes/cyber-security-operations-and-leadership-orientation/,2,,2,,0,,0,
MSLDT,AI Traffic,/instructional-design-careers/,2,,1,,0,,0,
Data Science,Direct,/resources/planning-your-future-a-career-in-data-science/,2,0,3,1,0,0,0,0
LEPSL,Organic Search,/ambassador/lori-brumit/,2,,2,,0,,0,
CyberOps,Organic Search,/faculty/paul-keener/,2,,3,,0,,0,
MSAAI,Organic Search,/masters-applied-data-science/,2,,9,,0,,0,
MSNNL,Organic Search,/advisory-board/josh-wymer-2/,2,,2,,0,,0,
MED,Organic Search,/teaching-students-with-autism/,2,,7,,0,,0,
Default - (not set),AI Traffic,/transformational-leadership/,2,,2,,0,,0,
MSLDT,Paid Search,/right-masters-in-instructional-design-and-technology/,2,,0,,0,,0,
Informatics,Organic Search,/classes/population-health-analytics/,2,1,5,4,0,0,0,0
Default - computer-science,Paid Search,/masters-applied-data-science/lp/study-data-science/,2,,6,,2,,1,
MSNP,Direct,/business-masters-degrees-types/,2,-4,2,-4,0,0,0,0
MSLDT,Direct,/masters-learning-design-technology/lp/osu/,2,0,4,2,0,0,0,0
LEPSL,Organic Social,/masters-in-law-enforcement-leadership-hits-1000-graduate-milestone/,2,,3,,0,,0,
CyberOps,AI Traffic,/cyber-security-specialist-career-guide/,2,0,2,0,0,0,0,0
Data Science,Organic Search,/masters-applied-data-science/faculty/,2,1,3,2,0,0,0,0
MSAAI,Direct,/impact-of-chatgpt-on-ai-careers/,2,-6,2,-7,0,0,0,0
Informatics,Organic Search,/faculty/cynthia-reed/,2,1,2,1,0,0,0,0
EML,Organic Search,.translate.goog/engineering-leadership/,2,,2,,0,,0,
MESH,Paid Search,/masters-engineering-sustainability-health/faculty/,2,-1,4,-5,0,-1,0,-0.3333333333333333
LEPSL,Direct,/masters-law-enforcement-leadership/lp/,2,,2,,0,,0,
Data Science,AI Traffic,/quantitative-analyst-career/,2,-5,2,-6,0,0,0,0
MSLDT,AI Traffic,/job-aid-examples-template/,2,,1,,0,,0,
CyberOps,Direct,.translate.goog/top-cyber-security-blogs-websites/,2,1,2,1,0,0,0,0
Data Science,Direct,/masters-cyber-security-engineering/,2,-1,2,-18,0,0,0,0
LEPSL,Direct,/community-policing-through-leadership/,2,1,1,0,0,0,0,0
EML,AI Traffic,/masters-engineering-management-leadership/curriculum/,2,,2,,0,,0,
MSAAI,Organic Search,/masters-applied-artificial-intelligence/lp/study-artificial-intelligence/,2,-27,4,-62,1,-2,0.5,0.39655172413793105
MSITL,Organic Social,/information-technology-management/,2,,2,,0,,0,
CyberOps,Organic Search,.translate.goog/10-reasons-to-get-your-masters-degree-in-cyber-security/,2,0,2,1,0,0,0,0
CyberOps,Organic Search,/masters-cyber-security-operations/faculty/,2,-1,2,-3,0,0,0,0
Default - (not set),Referral,/admissions/,2,,2,,0,,0,
"Default - business-entrepreneurship,computer-science,engineering,technology",Direct,/masters-applied-data-science/lp/let-us-pay-for-your-msads-program-application-fee/,2,,11,,2,,1,
MSAAI,Paid Search,/masters-applied-data-science/,2,1,8,5,0,0,0,0
MSLDT,Referral,/educational-technology-jobs/,2,1,2,1,0,0,0,0
MSNP,Direct,/forms/msnp-application-evaluation/,2,,4,,2,,1,
